log,fitness_heuristics,precision_heuristics,fscore_heuristics,size_heuristics,pnsize_heuristics,cfc_heuristics,fitness_ilp,precision_ilp,fscore_ilp,size_ilp,pnsize_ilp,cfc_ilp,fitness_imf,precision_imf,fscore_imf,size_imf,pnsize_imf,cfc_imf
2_rmcv_rt10v_genELtask_12_01_00,0.246560987169968,0.644859813084112,0.356727758775521,110.0,64.0,47.0,0.9999972477139972,0.294223826714801,0.45467196098091,114.0,66.0,53.0,0.999953538524817,0.096707208543458,0.176358487604131,51.0,47.0,25.0
2_enve_rt10v_genELtask_109_09_09,0.225437493472607,0.994035349326784,0.367524113224163,78.0,37.0,34.0,0.9999460510647372,0.987550486506333,0.9937096146249332,60.0,20.0,17.0,0.9999052057563792,0.987550486506333,0.9936894455047812,38.0,22.0,12.0
2_enself_rmcv_genELtask_6_00_05,0.9999916843532712,1.0,0.999995842159348,10.0,7.0,2.0,0.9999916843532712,1.0,0.999995842159348,10.0,7.0,2.0,0.9999916843532712,1.0,0.999995842159348,10.0,7.0,2.0
2_enself_rt10v_genELtask_13_01_01,0.399205064124267,0.780423972781994,0.5282155531125821,56.0,33.0,22.0,0.999993733767607,0.359949019936181,0.5293557591768661,44.0,27.0,8.0,0.974759294147792,0.322404177471492,0.48454412313986,43.0,33.0,14.0
2_enseef_rmcv_genELtask_14_01_02,0.7156021491591,0.854368932038835,0.7788528734876411,13.0,7.0,5.0,0.999969605787058,0.422039859320046,0.593564307560928,21.0,7.0,6.0,0.999918849917938,0.8888888888888881,0.9411405271391812,21.0,14.0,11.0
2_enself_enve_genELtask_32_02_09,0.296747590808005,0.9881056272019132,0.456422508386071,48.0,24.0,16.0,0.9999818598732412,0.987722152690863,0.99381419873645,46.0,26.0,12.0,0.9999637204045992,0.987722152690863,0.993805240455477,29.0,26.0,6.0
2_ense_enve_genELtask_52_04_07,0.318910289557756,0.940086064217146,0.47625732679811,52.0,32.0,20.0,0.9999793159599932,0.464591529738486,0.634427377102582,55.0,22.0,12.0,0.9307608184693372,0.5955206170275881,0.7263237880365071,37.0,26.0,13.0
2_enseef_rt10v_genELtask_46_04_01,0.124712160577651,1.0,0.221767248455106,57.0,28.0,19.0,,,,,,,0.999984232214168,0.378395188579726,0.549034926693109,35.0,34.0,9.0
2_ense_enve_genELtask_3_00_02,0.449740927490259,1.0,0.620443168792696,8.0,4.0,2.0,0.99994602477269,0.6827635714562881,0.811461134669153,16.0,7.0,4.0,0.9999003956395072,1.0,0.999950195339372,17.0,12.0,7.0
2_enseef_enve_genELtask_64_05_08,0.31578947368421,0.961977921105394,0.475489518108612,44.0,25.0,13.0,,,,,,,0.999990625087889,0.5850692803303561,0.7382229445806281,25.0,28.0,2.0
2_enve_rutpt_genELtask_74_06_07,0.6910161070216141,0.8949356463346391,0.779866026890566,20.0,12.0,7.0,0.999994206024542,0.374059951276347,0.544458574641551,21.0,9.0,4.0,0.999939195755478,0.6643152746425881,0.7982852301370761,33.0,21.0,16.0
2_rt10v_rutpt_genELtask_52_04_07,0.775730598925458,0.760067607289829,0.7678192328141431,41.0,25.0,20.0,,,,,,,0.848949124771983,0.312437464517484,0.456770406157989,37.0,23.0,19.0
2_rt10v_rutpt_genELtask_71_06_04,0.316609088642139,0.978322875071306,0.478397201634953,41.0,26.0,13.0,,,,,,,0.9786643281014472,0.680606377417668,0.8028649946527351,33.0,25.0,10.0
2_enve_rt10v_genELtask_74_06_07,0.8237121508566251,0.724998929290333,0.7712096014161961,36.0,22.0,22.0,0.999965710364044,0.31517177055806,0.479282155675176,36.0,11.0,14.0,0.961368055017889,0.483060135328314,0.6430206580860921,40.0,24.0,22.0
2_enve_rt10v_genELtask_47_04_02,0.261192567952045,0.331768388106416,0.292280415327318,23.0,12.0,10.0,0.999987395116868,0.186889818688981,0.314922994208278,32.0,8.0,10.0,0.886452862532877,0.594684385382059,0.711830961604183,38.0,25.0,22.0
2_ense_enseef_genELtask_59_05_03,0.101800052423948,1.0,0.184788614231756,10.0,4.0,4.0,0.9999664512059052,0.7971452228382171,0.887110679976254,47.0,20.0,16.0,0.999937954635036,0.8871043343442391,0.9401477633146952,36.0,26.0,12.0
2_ense_enseef_genELtask_1_00_00,0.9999916385568592,1.0,0.999995819260951,10.0,7.0,2.0,0.9999916385568592,1.0,0.999995819260951,10.0,7.0,2.0,0.9999916385568592,1.0,0.999995819260951,10.0,7.0,2.0
2_rmcv_rt10v_genELtask_39_03_05,0.223922259099525,0.7017142857142851,0.339505714159457,58.0,37.0,24.0,0.999981595430758,0.534749034749034,0.6968508771610991,64.0,31.0,17.0,0.9109603327484872,0.596984924623115,0.721285581054071,45.0,34.0,17.0
2_enself_enve_genELtask_3_00_02,0.5316807469986661,1.0,0.6942448653748451,6.0,5.0,0.0,0.999955501412544,0.899876983382331,0.9472802968992732,10.0,7.0,2.0,0.9999331693669872,1.0,0.9999665835668732,12.0,9.0,4.0
2_enseef_rmcv_genELtask_56_05_00,0.3,0.964977325652653,0.457704959330294,45.0,26.0,13.0,,,,,,,,,,,,
2_enve_rt10v_genELtask_48_04_03,0.062498278077038,0.310975609756097,0.104079244985377,46.0,24.0,23.0,0.9999903744242032,0.099413399197283,0.18084791897449,53.0,14.0,19.0,0.9335701975557812,0.283549783549783,0.434983619618205,59.0,39.0,36.0
2_ense_enve_genELtask_1_00_00,0.9999916385568592,1.0,0.999995819260951,10.0,7.0,2.0,0.9999916385568592,1.0,0.999995819260951,10.0,7.0,2.0,0.9999916385568592,1.0,0.999995819260951,10.0,7.0,2.0
2_ense_enve_genELtask_74_06_07,0.376214776532216,0.994733180959952,0.545948253307299,27.0,17.0,8.0,,,,,,,0.945685191537984,0.507638900441974,0.6606462982975451,28.0,22.0,8.0
2_ense_rutpt_genELtask_88_07_10,0.333333333333333,0.933384683612258,0.49123518211412,35.0,25.0,3.0,,,,,,,,,,,,
2_enself_rmcv_genELtask_15_01_03,0.303335929965216,0.790966386554621,0.438505010571132,78.0,46.0,32.0,0.999976240472256,0.5228810187027451,0.6866941627607771,79.0,34.0,25.0,0.9872264432186152,0.363284489908764,0.531123511926861,51.0,35.0,26.0
2_rmcv_rt10v_genELtask_54_04_09,0.441785558219033,0.9966820542412,0.612206675889985,12.0,8.0,6.0,0.9999450953973992,0.6907921928817451,0.8171041947196591,16.0,7.0,4.0,0.994610654336551,0.998473282442748,0.996538225472552,21.0,14.0,11.0
2_ense_enseef_genELtask_47_04_02,0.344364190296313,0.954362416107382,0.506108428135021,52.0,31.0,20.0,0.9999806295142952,0.440533672172808,0.611622027362969,54.0,24.0,13.0,0.945322648096083,0.569013622189397,0.710412178174166,38.0,29.0,12.0
2_rt10v_rutpt_genELtask_62_05_06,0.888929761186602,0.58980441405614,0.7091128422018961,33.0,20.0,20.0,,,,,,,,,,,,
2_rt10v_rutpt_genELtask_90_08_01,0.143881523107091,1.0,0.251567177545224,4.0,3.0,0.0,0.9999705221321772,0.8644240297827891,0.9272699788976012,15.0,7.0,4.0,0.9999632697337992,0.9800944413233932,0.989929168953756,17.0,9.0,6.0
2_enve_rt10v_genELtask_60_05_04,0.901677784888781,0.654304635761589,0.758327275149257,40.0,22.0,19.0,0.9999848278164052,0.181861461556772,0.307753561451281,57.0,18.0,16.0,0.950722616003376,0.6186107470511141,0.7495249149352561,45.0,30.0,23.0
2_rt10v_rutpt_genELtask_27_02_04,0.8999793932104021,0.903420523138833,0.901696675104934,31.0,17.0,12.0,0.9999828574367292,0.375855631611698,0.546356554892866,26.0,12.0,5.0,0.9999342879672692,0.663736263736263,0.7978654759472441,37.0,23.0,16.0
2_rmcv_rt10v_genELtask_27_02_04,0.516174675851637,0.794117647058823,0.6256671307486,27.0,19.0,11.0,0.999966555172648,0.6649874055415611,0.7987790423554341,35.0,14.0,9.0,0.999903722656389,0.846153846153846,0.916626214700918,29.0,21.0,14.0
2_ense_rmcv_genELtask_37_03_03,0.347586684851292,0.938228122460038,0.507251278902368,46.0,29.0,16.0,0.9999801548798732,0.395704287667927,0.567028509892201,47.0,22.0,12.0,0.943213662107766,0.580070754716981,0.718356539061433,38.0,29.0,12.0
2_enseef_enve_genELtask_31_02_08,0.355749896035362,0.7186262671646401,0.475906351218088,55.0,34.0,26.0,0.9999729144583452,0.8223839854413101,0.902525417244995,44.0,19.0,11.0,0.999918792644788,0.891761223482979,0.9427480317076132,34.0,25.0,15.0
2_rt10v_rutpt_genELtask_61_05_05,0.605456915994056,0.8172844922132041,0.6956015271512921,17.0,9.0,7.0,0.999986784471079,0.425507916015492,0.5969889506542301,21.0,9.0,7.0,0.9699429828767232,0.669481921785798,0.7921793677187431,22.0,14.0,9.0
2_ense_rt10v_genELtask_25_02_02,0.7156021491591,0.854368932038835,0.7788528734876411,13.0,7.0,5.0,0.999969605787058,0.422039859320046,0.593564307560928,21.0,7.0,6.0,0.999918849917938,0.8888888888888881,0.9411405271391812,21.0,14.0,11.0
2_enseef_enve_genELtask_30_02_07,0.6670729945878161,0.594415171862814,0.6286516501199011,50.0,30.0,21.0,0.9999735642989972,0.412198391420911,0.583763886540791,51.0,15.0,12.0,0.99991352642056,0.8417043253712071,0.914013229581276,38.0,24.0,15.0
2_enself_rt10v_genELtask_10_00_09,0.498406375838381,1.0,0.665248605285085,9.0,6.0,4.0,0.999950689843589,0.687113549813684,0.8145269776765001,16.0,6.0,3.0,0.9998882948342572,0.997266135742303,0.998575493909553,16.0,11.0,8.0
2_rmcv_rutpt_genELtask_38_03_04,0.349958743145046,0.972942135289323,0.5147620843999631,44.0,27.0,15.0,0.999979768010162,0.502176986146451,0.668594438918876,46.0,22.0,12.0,0.943053585938286,0.604190761276277,0.736514907988688,38.0,29.0,12.0
2_enself_enve_genELtask_6_00_05,0.6462704836598631,0.6465378421900161,0.646404135279471,25.0,13.0,10.0,0.999975452553115,0.267064144736842,0.421545766312493,29.0,8.0,9.0,0.9494909669515752,0.8281710914454271,0.884691178172457,28.0,18.0,15.0
2_enve_rutpt_genELtask_46_04_01,0.529747534342072,0.9424657534246572,0.678256219023699,15.0,9.0,5.0,0.99995789650962,0.521384928716904,0.685398409808051,25.0,10.0,7.0,0.9999024204979232,0.960600375234521,0.97985745536197,21.0,16.0,9.0
2_ense_rutpt_genELtask_49_04_04,0.254065466328768,1.0,0.405186927078911,66.0,29.0,21.0,0.999979744554846,0.7605815186700271,0.8640041430420191,74.0,32.0,23.0,0.999950592791603,0.898376364553337,0.9464460005788572,43.0,30.0,14.0
2_ense_rutpt_genELtask_53_04_08,0.587265446107901,0.8377253814147011,0.690484682891213,28.0,18.0,11.0,0.999996428584183,0.284328983598707,0.442766242020272,24.0,11.0,4.0,0.999933686890258,0.583968527169904,0.737330622076769,38.0,25.0,18.0
2_enseef_enself_genELtask_36_03_02,0.194818945436577,0.939702372595816,0.322729634681293,76.0,37.0,34.0,0.999955638018094,0.94680353187108,0.9726539825096372,53.0,23.0,16.0,0.999921883586294,0.94680353187108,0.972638014028554,33.0,23.0,10.0
2_ense_rt10v_genELtask_51_04_06,0.32823707113298,0.949177877428998,0.487790387645361,48.0,28.0,22.0,0.9999780539167552,0.464820846905537,0.634640899372066,46.0,19.0,12.0,0.945547714508714,0.484056987788331,0.6403154351126741,38.0,29.0,16.0
2_ense_enve_genELtask_64_05_08,0.844557955914588,0.8677694702730181,0.85600639084615,38.0,24.0,24.0,0.999964401670992,0.702658017720118,0.8253538732564061,39.0,12.0,14.0,0.9998886779644752,0.8772566482167381,0.934566949065618,31.0,21.0,11.0
2_ense_enseef_genELtask_35_03_01,0.613226590030449,0.7371737900945301,0.6695119110047241,11.0,2.0,4.0,0.999959603397321,0.736666666666666,0.848353984428537,14.0,7.0,5.0,0.99995715816078,0.998445625962404,0.99920082042268,13.0,6.0,4.0
2_enve_rutpt_genELtask_77_06_10,0.430260001972527,0.6215005599104141,0.508493742443146,86.0,54.0,43.0,,,,,,,,,,,,
2_enseef_rmcv_genELtask_13_01_01,0.724798331778521,1.0,0.840444147497693,6.0,5.0,0.0,0.999983385603606,0.9896890987800072,0.99480961159254,12.0,9.0,2.0,0.999983385603606,0.9896890987800072,0.99480961159254,12.0,9.0,2.0
2_ense_enseef_genELtask_58_05_02,0.225420538815396,0.637019197304859,0.333002306545369,55.0,36.0,23.0,0.999982296525308,0.484721663109443,0.652942397986183,44.0,20.0,10.0,,,,,,
2_enve_rt10v_genELtask_96_08_07,0.9652300174717752,0.768572469045884,0.855748245251958,19.0,12.0,12.0,0.999973384276718,0.7840037785383921,0.8789158606421261,14.0,7.0,4.0,0.947444388709922,0.955454056155249,0.9514323653131852,15.0,10.0,6.0
2_enseef_rutpt_genELtask_27_02_04,0.220718291751281,0.6349925628696941,0.327574373971091,56.0,37.0,24.0,,,,,,,0.999917632094613,0.7217976132506221,0.8383943422053901,35.0,27.0,11.0
2_ense_rt10v_genELtask_43_03_09,0.316894690458113,0.9996728242814712,0.481237774232528,23.0,14.0,6.0,0.999975420250205,0.740033123550844,0.8505877012595171,30.0,13.0,5.0,0.9896059143986292,0.6623314789755921,0.7935496242358571,37.0,28.0,18.0
2_enve_rt10v_genELtask_75_06_08,0.7740693215001581,0.8127877119526241,0.792956163600802,28.0,16.0,16.0,0.999969046687424,0.231356277731142,0.375772530459738,36.0,8.0,17.0,0.98165723341719,0.656575006806425,0.7868623127872161,36.0,23.0,17.0
2_rt10v_rutpt_genELtask_51_04_06,0.545070482757374,0.7510891903000411,0.631706966449578,30.0,18.0,16.0,,,,,,,0.878720533973232,0.341596510002819,0.491950627346905,34.0,21.0,17.0
2_enve_rmcv_genELtask_47_04_02,0.7125106697886,0.866071428571428,0.7818220342132111,13.0,7.0,5.0,0.999968022702797,0.429028815368196,0.600442330950693,21.0,7.0,6.0,0.99991789143025,0.899328859060402,0.9469596472619852,21.0,14.0,11.0
2_enve_rutpt_genELtask_70_06_03,0.97493545754995,0.6375132876360831,0.7709197711012511,38.0,23.0,23.0,0.9999658433765,0.28928206054041,0.448745627218993,32.0,10.0,16.0,0.8459696881426381,0.6019518123972261,0.7033986121771201,53.0,35.0,33.0
2_enseef_enself_genELtask_13_01_01,0.8295699853207841,1.0,0.906846955270019,15.0,9.0,3.0,0.99997573655231,1.0,0.999987868128974,27.0,13.0,7.0,0.9999575617277512,1.0,0.999978780413614,19.0,17.0,3.0
2_enself_rt10v_genELtask_6_00_05,0.605456915994056,0.8172844922132041,0.6956015271512921,17.0,9.0,7.0,0.999986784471079,0.425507916015492,0.5969889506542301,21.0,9.0,7.0,0.9699429828767232,0.669481921785798,0.7921793677187431,22.0,14.0,9.0
2_enve_rmcv_genELtask_89_08_00,0.3,0.9640707026922892,0.457602901786564,45.0,26.0,13.0,,,,,,,,,,,,
2_ense_rt10v_genELtask_50_04_05,0.268907774520756,0.869340974212034,0.410758275702604,42.0,26.0,15.0,0.999977378788884,0.451655629139072,0.622258394063948,44.0,19.0,10.0,0.931783835398009,0.574719101123595,0.71093650777462,35.0,25.0,13.0
2_enve_rt10v_genELtask_86_07_08,0.9848678407290292,0.7152938758998001,0.8287093258881221,29.0,18.0,18.0,0.999957983810105,0.409621046600326,0.5811718634397981,25.0,8.0,12.0,0.968874985221908,0.693871942841439,0.808631977626825,31.0,18.0,16.0
2_ense_rt10v_genELtask_33_02_10,0.9999706267886912,0.979527881450685,0.98964369560696,30.0,15.0,13.0,0.9999652718620172,0.36135220235398,0.5308675751377351,41.0,12.0,12.0,0.9999227112316212,0.979527881450685,0.989620229540463,29.0,16.0,12.0
2_enself_rt10v_genELtask_21_01_09,0.9999667850151852,0.982152588555858,0.990979634695894,17.0,10.0,7.0,,,,,,,0.999908998246086,0.982152588555858,0.990951257505825,19.0,14.0,9.0
2_rt10v_rutpt_genELtask_102_09_02,0.206376405307617,0.9973077373288072,0.341984709318483,29.0,16.0,14.0,,,,,,,0.889192139603533,0.8494048565203971,0.868843237901426,37.0,25.0,22.0
2_enseef_rutpt_genELtask_53_04_08,0.175596023577021,0.9991326973113612,0.298696585099205,14.0,9.0,2.0,0.999989192262517,0.932491356226082,0.9650614893211692,18.0,18.0,2.0,0.999989192262517,0.932491356226082,0.9650614893211692,18.0,18.0,2.0
2_rt10v_rutpt_genELtask_80_07_02,0.985072402672326,0.712919969188461,0.8271860328700411,29.0,18.0,18.0,0.999958215484349,0.408035700462898,0.5795744516613001,25.0,8.0,12.0,0.9686666193751672,0.691338675620024,0.8068368212742281,31.0,18.0,16.0
2_enself_rmcv_genELtask_3_00_02,0.706185805810103,0.78169014084507,0.7420221870613031,12.0,7.0,5.0,0.999970803772152,0.364734299516908,0.534509103501085,24.0,8.0,7.0,0.9998970863015292,0.829670329670329,0.906864582289819,20.0,14.0,11.0
2_enseef_rt10v_genELtask_21_01_09,0.323370650458697,0.9683410492990572,0.484834309446013,22.0,13.0,8.0,0.999974873337461,0.808335595981536,0.894000558997158,21.0,11.0,4.0,0.9999436784512072,0.9683410492990572,0.983888659175998,23.0,16.0,8.0
2_ense_rt10v_genELtask_31_02_08,0.560804262046058,0.9522776572668112,0.7058988175458281,10.0,6.0,4.0,0.9999613614145412,0.48218793828892,0.650635273147622,17.0,6.0,5.0,0.999891247371402,0.968996617812852,0.984201542420387,17.0,12.0,9.0
2_rmcv_rutpt_genELtask_22_01_10,0.5810393600057651,0.27069351230425,0.369326088637156,42.0,24.0,18.0,0.9999920635550512,0.195216049382716,0.326661939369636,51.0,21.0,16.0,0.882285684874598,0.210106382978723,0.339390699471461,41.0,32.0,22.0
2_ense_enself_genELtask_36_03_02,0.252685684913903,1.0,0.403430306511837,24.0,16.0,4.0,0.999977720419657,1.0,0.999988860085732,33.0,22.0,7.0,0.999955441832052,1.0,0.999977720419657,21.0,23.0,2.0
2_ense_enseef_genELtask_70_06_03,0.255365119632201,0.953464788732394,0.40283856009013,43.0,25.0,12.0,0.99999349651232,0.354734346674104,0.5236949125210181,44.0,26.0,11.0,0.960891204240725,0.35300484772231,0.5163258580827941,36.0,28.0,10.0
2_ense_rutpt_genELtask_59_05_03,0.456102571226449,0.8951559983296541,0.60430026004728,31.0,20.0,20.0,0.999971082245738,0.7017752471549551,0.8247468394868801,41.0,13.0,11.0,0.932650769964648,0.8215002721440491,0.8735540360541411,36.0,21.0,15.0
2_enve_rutpt_genELtask_83_07_05,0.63766810311605,0.82383808095952,0.7188957146869801,20.0,12.0,10.0,0.9999849524483452,0.468847352024922,0.6383850567451991,18.0,7.0,7.0,0.9999267492461212,0.6979087706782,0.8220556586844351,21.0,14.0,10.0
2_enve_rutpt_genELtask_93_08_04,0.292253437667682,0.943058402242796,0.446222647711078,49.0,30.0,19.0,0.999976518607339,0.661563242239755,0.796306803366801,58.0,24.0,15.0,0.979833439440754,0.780331036259419,0.8687761328171191,37.0,27.0,13.0
2_ense_enseef_genELtask_36_03_02,0.335428382401587,1.0,0.5023532325984641,16.0,11.0,2.0,0.999979979833592,1.0,0.999989989816593,28.0,19.0,8.0,0.999964939702187,1.0,0.999982469543782,20.0,22.0,2.0
2_enve_rutpt_genELtask_81_07_03,0.553448813982521,0.482353832172069,0.515461429504232,27.0,2.0,12.0,0.9999728687179172,0.575028126757922,0.7301741740599811,39.0,11.0,12.0,0.954121079554186,0.683627547963718,0.796536712797817,34.0,21.0,13.0
2_ense_rutpt_genELtask_46_04_01,0.5990682072307111,0.658003751758636,0.627154436304579,15.0,2.0,6.0,0.999966926994438,0.975996442136641,0.9878362911454752,15.0,6.0,4.0,0.99995000165365,0.975996442136641,0.9878280324808932,16.0,7.0,5.0
2_enself_enve_genELtask_43_03_09,0.120050399686034,0.992383916141184,0.214189879042252,50.0,23.0,18.0,0.9999758500451552,0.9940091657004032,0.9969835806938412,47.0,25.0,12.0,0.999951701256724,0.9940091657004032,0.996971578307576,31.0,25.0,8.0
2_enve_rutpt_genELtask_91_08_02,0.965147839769944,0.7672088109111861,0.8548700710240701,19.0,12.0,12.0,0.999973446093262,0.782110895466062,0.877725154895818,14.0,7.0,4.0,0.9477285006183,0.9531862121075232,0.950449521551991,15.0,10.0,6.0
2_ense_enve_genELtask_30_02_07,0.55183789844381,0.913858580987401,0.688139469370402,15.0,9.0,6.0,0.999960365770856,0.364346621966328,0.5340912047560511,23.0,8.0,8.0,0.9520685225805032,0.789164614510323,0.8629961980449771,26.0,19.0,13.0
2_enself_enve_genELtask_31_02_08,0.063115705612325,1.0,0.118737227338716,10.0,5.0,5.0,,,,,,,,,,,,
2_ense_enseef_genELtask_82_07_04,0.260867296806114,0.851689337428696,0.399400602786254,48.0,31.0,14.0,0.9999950000249992,0.351919629518972,0.5206214390154671,39.0,42.0,1.0,0.9999925000562492,0.248509942507516,0.39808985585422,28.0,38.0,0.0
2_ense_enseef_genELtask_71_06_04,0.157899168951742,0.736758893280632,0.260062747719589,64.0,32.0,24.0,0.999994444475308,0.317141909814323,0.481560085851028,41.0,39.0,5.0,0.99999166673611,0.302881570614312,0.464940161390075,31.0,35.0,4.0
2_rmcv_rt10v_genELtask_17_01_05,0.6526084080791,0.8016398024783371,0.719487734693787,25.0,15.0,13.0,0.99998845351907,0.318739329057265,0.483398701310413,24.0,9.0,9.0,0.971953434341488,0.593521223577934,0.736996908500358,25.0,16.0,11.0
2_ense_rt10v_genELtask_63_05_07,0.985631416486038,0.58348814205409,0.7330279465646871,37.0,24.0,24.0,0.999964058530892,0.343120501268706,0.5109256398048461,35.0,13.0,13.0,0.8685878833091141,0.511472625870819,0.643825285225615,37.0,22.0,20.0
2_enve_rutpt_genELtask_48_04_03,0.451396747515872,0.941935483870967,0.610316196254125,10.0,6.0,4.0,0.999959246943898,0.462295081967213,0.632278849020803,17.0,6.0,5.0,0.9999000081502792,0.969072164948453,0.984244753550997,17.0,12.0,9.0
2_rmcv_rutpt_genELtask_39_03_05,0.347586684851292,0.938228122460038,0.507251278902368,46.0,29.0,16.0,,,,,,,0.943213662107766,0.580070754716981,0.718356539061433,38.0,29.0,12.0
2_ense_rmcv_genELtask_6_00_05,0.9999900179907292,1.0,0.999995008970454,9.0,6.0,2.0,0.9999900179907292,1.0,0.999995008970454,9.0,6.0,2.0,0.9999900179907292,1.0,0.999995008970454,9.0,6.0,2.0
2_enself_enve_genELtask_42_03_08,0.089373633824702,0.9147802929427432,0.162838060484831,28.0,16.0,6.0,0.9999904708792332,0.579359719032824,0.7336614791889241,38.0,25.0,5.0,0.999980885310729,0.491463274894007,0.6590308827368441,22.0,24.0,4.0
2_enve_rutpt_genELtask_55_04_10,0.797791071166094,0.324022346368715,0.460864758346906,68.0,38.0,36.0,0.9999945173125392,0.229194363201276,0.372917637368163,90.0,36.0,29.0,0.901900248183476,0.6339468302658481,0.7445491306714911,43.0,31.0,18.0
2_enself_enve_genELtask_7_00_06,0.9646628283681772,0.412360933264596,0.5777522149943111,56.0,36.0,36.0,,,,,,,0.7549804058706631,0.5623003194888171,0.6445485996358441,70.0,47.0,45.0
2_enself_enve_genELtask_54_04_09,0.418045730633802,0.997344815213491,0.589145862522586,21.0,11.0,7.0,0.999990000099999,0.944525893346365,0.971466935667847,18.0,18.0,2.0,0.999990000099999,0.944525893346365,0.971466935667847,18.0,18.0,2.0
2_enseef_enve_genELtask_53_04_08,0.461538461538461,1.0,0.631578947368421,14.0,9.0,2.0,0.999990000099999,0.9793776846794292,0.98957651833106,15.0,17.0,0.0,0.999990000099999,0.9793776846794292,0.98957651833106,15.0,17.0,0.0
2_ense_rutpt_genELtask_58_05_02,0.6514437730290441,0.888699895806431,0.751797413357422,26.0,16.0,16.0,,,,,,,0.972305922828994,0.5471019685953921,0.700207610423846,37.0,21.0,19.0
2_enseef_rmcv_genELtask_6_00_05,0.9999916831367532,1.0,0.999995841551084,10.0,7.0,2.0,0.9999916831367532,1.0,0.999995841551084,10.0,7.0,2.0,0.9999916831367532,1.0,0.999995841551084,10.0,7.0,2.0
2_enve_rmcv_genELtask_69_06_02,0.875055836127258,0.420022338486861,0.5675997106603381,39.0,21.0,20.0,,,,,,,,,,,,
2_enseef_enve_genELtask_19_01_07,0.38658878798223,0.9996457459998812,0.557556211282027,19.0,11.0,6.0,0.999975326605625,0.806953477318308,0.8931547997736051,21.0,11.0,4.0,0.999907353633494,0.6974928854863921,0.82176053617915,29.0,22.0,14.0
2_enve_rt10v_genELtask_73_06_06,0.978545949737159,0.320364312600824,0.482698781625753,60.0,38.0,38.0,0.999983511484769,0.158346416242972,0.273400179957871,69.0,25.0,27.0,0.880498531207595,0.52843439534087,0.660479573115015,60.0,36.0,35.0
2_rt10v_rutpt_genELtask_38_03_04,0.8432749322387051,0.8923327895595431,0.8671105379394811,31.0,17.0,12.0,,,,,,,,,,,,
2_enseef_rutpt_genELtask_15_01_03,0.999964245972414,0.8764880952380951,0.934163621435919,18.0,9.0,8.0,0.99995843128923,0.2780925401322,0.43516414666084,23.0,7.0,8.0,0.99989083345123,0.8764880952380951,0.9341315857451792,23.0,16.0,13.0
2_enve_rutpt_genELtask_53_04_08,0.7113967187922421,0.46788990825688,0.5645028746282611,39.0,22.0,21.0,0.999982608998104,0.133519748339741,0.235583852884303,60.0,23.0,21.0,0.8762484855272401,0.360163710777626,0.510497885824719,51.0,32.0,31.0
2_enve_rt10v_genELtask_102_09_02,0.7977784698432471,1.0,0.8875158794318051,13.0,2.0,2.0,0.999920228517012,1.0,0.99996011266757,29.0,6.0,4.0,0.9998797874372832,1.0,0.9999398901056592,17.0,8.0,4.0
2_ense_rt10v_genELtask_45_04_00,0.999900003124902,0.494117647058823,0.6613954484104371,19.0,12.0,12.0,0.9999729737034132,0.56,0.71794175247087,18.0,9.0,4.0,0.999923813151754,0.56,0.7179290817204901,20.0,14.0,10.0
2_enseef_rt10v_genELtask_18_01_06,0.347586684851292,0.938228122460038,0.507251278902368,46.0,29.0,16.0,0.9999801548798732,0.395704287667927,0.567028509892201,47.0,22.0,12.0,0.943213662107766,0.580070754716981,0.718356539061433,38.0,29.0,12.0
2_enself_rt10v_genELtask_35_03_01,0.105262049873159,0.8208092485549131,0.186594842544833,87.0,52.0,36.0,0.999994444475308,0.268837888033961,0.423754010061801,45.0,38.0,7.0,0.99999166673611,0.278365384615384,0.43550127818967,31.0,35.0,4.0
2_ense_enseef_genELtask_60_05_04,0.383868741957741,0.9647696476964772,0.54921306375568,16.0,9.0,4.0,0.999988889012344,0.7269758327890261,0.8419022649301521,14.0,16.0,0.0,0.999988889012344,0.7269758327890261,0.8419022649301521,14.0,16.0,0.0
2_rmcv_rt10v_genELtask_40_03_06,0.358748578333807,0.822327923894795,0.499559466410159,45.0,28.0,11.0,0.999979267368022,0.6670832682393371,0.8002932386749431,42.0,28.0,9.0,0.99995853559571,0.685503291057954,0.8133970834964581,31.0,29.0,6.0
2_enseef_rutpt_genELtask_26_02_03,0.553448813982521,0.482353832172069,0.515461429504232,27.0,2.0,12.0,0.9999728687179172,0.575028126757922,0.7301741740599811,39.0,11.0,12.0,0.954121079554186,0.683627547963718,0.796536712797817,34.0,21.0,13.0
2_enseef_enself_genELtask_37_03_03,0.4,1.0,0.5714285714285711,12.0,7.0,2.0,0.999987500156248,1.0,0.999993750039062,13.0,14.0,0.0,0.999987500156248,1.0,0.999993750039062,13.0,14.0,0.0
2_enseef_enve_genELtask_63_05_07,0.151200174453552,0.727581810454738,0.250370395750587,42.0,38.0,8.0,0.9999950000249992,0.366987099666284,0.536927681529758,37.0,50.0,0.0,0.9999925000562492,0.366987099666284,0.5369273211658311,27.0,37.0,0.0
2_enve_rt10v_genELtask_82_07_04,0.545070482757374,0.7510891903000411,0.631706966449578,30.0,18.0,16.0,,,,,,,0.878720533973232,0.341596510002819,0.491950627346905,34.0,21.0,17.0
2_enve_rt10v_genELtask_79_07_01,0.090250911670127,0.8982569922983381,0.164021981298347,78.0,32.0,27.0,,,,,,,,,,,,
